"category","term","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","preferredNames","p_value","fdr","description","module"
"Function","GO:0036094",19,2379,50429,"50429.A0A2B4R5R4,50429.A0A2B4R892,50429.A0A2B4R8X2,50429.A0A2B4REW6,50429.A0A2B4RI02,50429.A0A2B4RMD7,50429.A0A2B4RQ03,50429.A0A2B4S0S1,50429.A0A2B4S5X0,50429.A0A2B4SGJ9,50429.A0A2B4SGW1,50429.A0A2B4SKN4,50429.A0A2B4SM38,50429.A0A2B4SMZ2,50429.A0A2B4SNE6,50429.A0A2B4SS28,50429.A0A2B4SSA4,50429.A0A2B4SZV8,50429.A0A2B4T368","ABCC4,HLTF,Ddx39b,Osbpl1a,STRADA,Smg1,ABCC1,DHFR,eef1a,Abcc1,IDNK,HSP110,NSF,YME1L1,Kalrn,MAP2K4,Tsr1,ABCG4,Hltf",2.89e-05,0.0339,"Small molecule binding","skyblue"
"Function","GO:0097159",26,4503,50429,"50429.A0A2B4R5R4,50429.A0A2B4R892,50429.A0A2B4R8X2,50429.A0A2B4RDR4,50429.A0A2B4REW6,50429.A0A2B4RI02,50429.A0A2B4RMD7,50429.A0A2B4RQ03,50429.A0A2B4RUM7,50429.A0A2B4S0S1,50429.A0A2B4S5X0,50429.A0A2B4S8R0,50429.A0A2B4SA54,50429.A0A2B4SB26,50429.A0A2B4SCC3,50429.A0A2B4SGJ9,50429.A0A2B4SGW1,50429.A0A2B4SKN4,50429.A0A2B4SM38,50429.A0A2B4SMZ2,50429.A0A2B4SNE6,50429.A0A2B4SS28,50429.A0A2B4SSA4,50429.A0A2B4SZV8,50429.A0A2B4T253,50429.A0A2B4T368","ABCC4,HLTF,Ddx39b,A1CF,Osbpl1a,STRADA,Smg1,ABCC1,Cpsf2,DHFR,eef1a,otx1b,RPL3,SNUPN,Eif2b4,Abcc1,IDNK,HSP110,NSF,YME1L1,Kalrn,MAP2K4,Tsr1,ABCG4,PPIE,Hltf",0.00018,0.0339,"Organic cyclic compound binding","skyblue"
"Function","GO:0140359",4,97,50429,"50429.A0A2B4R5R4,50429.A0A2B4RQ03,50429.A0A2B4SGJ9,50429.A0A2B4SZV8","ABCC4,ABCC1,Abcc1,ABCG4",2e-04,0.0339,"ABC-type transporter activity","skyblue"
"Function","GO:0140657",10,655,50429,"50429.A0A2B4R5R4,50429.A0A2B4R892,50429.A0A2B4R8X2,50429.A0A2B4RQ03,50429.A0A2B4SGJ9,50429.A0A2B4SKN4,50429.A0A2B4SM38,50429.A0A2B4SMZ2,50429.A0A2B4SZV8,50429.A0A2B4T368","ABCC4,HLTF,Ddx39b,ABCC1,Abcc1,HSP110,NSF,YME1L1,ABCG4,Hltf",1.85e-05,0.0339,"ATP-dependent activity","skyblue"
"Function","GO:0017110",2,9,50429,"50429.A0A2B4RUC3,50429.A0A2B4RV20","ENTPD5,slc25a42",0.00044,0.0417,"Nucleoside-diphosphatase activity","skyblue"
"Function","GO:1901363",25,4476,50429,"50429.A0A2B4R5R4,50429.A0A2B4R892,50429.A0A2B4R8X2,50429.A0A2B4RDR4,50429.A0A2B4RI02,50429.A0A2B4RMD7,50429.A0A2B4RQ03,50429.A0A2B4RUM7,50429.A0A2B4S0S1,50429.A0A2B4S5X0,50429.A0A2B4S8R0,50429.A0A2B4SA54,50429.A0A2B4SB26,50429.A0A2B4SCC3,50429.A0A2B4SGJ9,50429.A0A2B4SGW1,50429.A0A2B4SKN4,50429.A0A2B4SM38,50429.A0A2B4SMZ2,50429.A0A2B4SNE6,50429.A0A2B4SS28,50429.A0A2B4SSA4,50429.A0A2B4SZV8,50429.A0A2B4T253,50429.A0A2B4T368","ABCC4,HLTF,Ddx39b,A1CF,STRADA,Smg1,ABCC1,Cpsf2,DHFR,eef1a,otx1b,RPL3,SNUPN,Eif2b4,Abcc1,IDNK,HSP110,NSF,YME1L1,Kalrn,MAP2K4,Tsr1,ABCG4,PPIE,Hltf",0.00043,0.0417,"Heterocyclic compound binding","skyblue"
"Keyword","KW-0067",11,746,50429,"50429.A0A2B4R5R4,50429.A0A2B4R892,50429.A0A2B4R8X2,50429.A0A2B4RMD7,50429.A0A2B4RQ03,50429.A0A2B4RUC3,50429.A0A2B4SGJ9,50429.A0A2B4SM38,50429.A0A2B4SS28,50429.A0A2B4SZV8,50429.A0A2B4T368","ABCC4,HLTF,Ddx39b,Smg1,ABCC1,ENTPD5,Abcc1,NSF,MAP2K4,ABCG4,Hltf",9.34e-06,0.0026,"ATP-binding","skyblue"
"Keyword","KW-0547",12,906,50429,"50429.A0A2B4R5R4,50429.A0A2B4R892,50429.A0A2B4R8X2,50429.A0A2B4RMD7,50429.A0A2B4RQ03,50429.A0A2B4RUC3,50429.A0A2B4S5X0,50429.A0A2B4SGJ9,50429.A0A2B4SM38,50429.A0A2B4SS28,50429.A0A2B4SZV8,50429.A0A2B4T368","ABCC4,HLTF,Ddx39b,Smg1,ABCC1,ENTPD5,eef1a,Abcc1,NSF,MAP2K4,ABCG4,Hltf",1.02e-05,0.0026,"Nucleotide-binding","skyblue"
"KEGG","spis00790",3,17,50429,"50429.A0A2B4S0S1,50429.A0A2B4SA77,50429.A0A2B4SDZ8","DHFR,Cbr1,CBR1",2.46e-05,0.0031,"Folate biosynthesis","skyblue"
"KEGG","spis00590",3,40,50429,"50429.A0A2B4RF34,50429.A0A2B4SA77,50429.A0A2B4SDZ8","GPX5,Cbr1,CBR1",0.00025,0.0111,"Arachidonic acid metabolism","skyblue"
"KEGG","spis00980",3,35,50429,"50429.A0A2B4SA77,50429.A0A2B4SDZ8,50429.A0A2B4ST70","Cbr1,CBR1,Ugt2a2",0.00018,0.0111,"Metabolism of xenobiotics by cytochrome P450","skyblue"
"KEGG","spis03015",3,48,50429,"50429.A0A2B4R8X2,50429.A0A2B4RMD7,50429.A0A2B4RUM7","Ddx39b,Smg1,Cpsf2",0.00042,0.0134,"mRNA surveillance pathway","skyblue"
"KEGG","spis01100",9,956,50429,"50429.A0A2B4RF34,50429.A0A2B4RNA5,50429.A0A2B4RQW5,50429.A0A2B4RUC3,50429.A0A2B4S0S1,50429.A0A2B4S8X4,50429.A0A2B4SA77,50429.A0A2B4SDZ8,50429.A0A2B4ST70","GPX5,INPP5A,hex,ENTPD5,DHFR,UQCRB,Cbr1,CBR1,Ugt2a2",0.0017,0.0421,"Metabolic pathways","skyblue"
"NetworkNeighborAL","CL:18040",4,53,50429,"50429.A0A2B4R5R4,50429.A0A2B4RQ03,50429.A0A2B4SGJ9,50429.A0A2B4SZV8","ABCC4,ABCC1,Abcc1,ABCG4",2.16e-05,0.0306,"ABC-type transporter activity","skyblue"
"NetworkNeighborAL","CL:18496",3,14,50429,"50429.A0A2B4SC31,50429.A0A2B4SGI7,50429.A0A2B4SL51","ncl1,Ccdc47,Emc8",1.48e-05,0.0306,"EMC complex, and ER overload response","skyblue"
"NetworkNeighborAL","CL:8578",3,11,50429,"50429.A0A2B4SA77,50429.A0A2B4SDZ8,50429.A0A2B4ST70","Cbr1,CBR1,Ugt2a2",7.96e-06,0.0306,"Metabolism of xenobiotics by cytochrome P450","skyblue"
"COMPARTMENTS","GOCC:0110165",236,15629,50429,"50429.A0A2B4QYJ4,50429.A0A2B4QYW2,50429.A0A2B4QZ85,50429.A0A2B4QZS5,50429.A0A2B4R1H8,50429.A0A2B4R1I1,50429.A0A2B4R1V2,50429.A0A2B4R2B2,50429.A0A2B4R2J2,50429.A0A2B4R2Y6,50429.A0A2B4R333,50429.A0A2B4R3E2,50429.A0A2B4R3M9,50429.A0A2B4R3Z6,50429.A0A2B4R496,50429.A0A2B4R4B6,50429.A0A2B4R4D3,50429.A0A2B4R4J8,50429.A0A2B4R4W4,50429.A0A2B4R4Y4,50429.A0A2B4R542,50429.A0A2B4R567,50429.A0A2B4R5W6,50429.A0A2B4R5Z7,50429.A0A2B4R616,50429.A0A2B4R630,50429.A0A2B4R687,50429.A0A2B4R6M4,50429.A0A2B4R6X5,50429.A0A2B4R7A4,50429.A0A2B4R7E2,50429.A0A2B4R7G9,50429.A0A2B4R7I8,50429.A0A2B4R7V6,50429.A0A2B4R8Y8,50429.A0A2B4R9B1,50429.A0A2B4R9F9,50429.A0A2B4R9N4,50429.A0A2B4R9N8,50429.A0A2B4R9W2,50429.A0A2B4R9Z5,50429.A0A2B4RAQ2,50429.A0A2B4RAY2,50429.A0A2B4RBQ4,50429.A0A2B4RBV6,50429.A0A2B4RD92,50429.A0A2B4RDG5,50429.A0A2B4RDI5,50429.A0A2B4RDK9,50429.A0A2B4RE65,50429.A0A2B4REP6,50429.A0A2B4RFD1,50429.A0A2B4RFI5,50429.A0A2B4RFZ3,50429.A0A2B4RGJ8,50429.A0A2B4RGT3,50429.A0A2B4RH53,50429.A0A2B4RHN7,50429.A0A2B4RHT5,50429.A0A2B4RHZ2,50429.A0A2B4RI34,50429.A0A2B4RIG2,50429.A0A2B4RIR9,50429.A0A2B4RIS3,50429.A0A2B4RIY2,50429.A0A2B4RIZ5,50429.A0A2B4RJ77,50429.A0A2B4RJ88,50429.A0A2B4RJ99,50429.A0A2B4RKL0,50429.A0A2B4RKR3,50429.A0A2B4RKS5,50429.A0A2B4RKT3,50429.A0A2B4RKU0,50429.A0A2B4RKU4,50429.A0A2B4RL01,50429.A0A2B4RLD8,50429.A0A2B4RLI0,50429.A0A2B4RLP6,50429.A0A2B4RLV7,50429.A0A2B4RN14,50429.A0A2B4RNY3,50429.A0A2B4RPN1,50429.A0A2B4RPP0,50429.A0A2B4RPX2,50429.A0A2B4RQ73,50429.A0A2B4RR43,50429.A0A2B4RR92,50429.A0A2B4RR93,50429.A0A2B4RRN1,50429.A0A2B4RRR4,50429.A0A2B4RS97,50429.A0A2B4RT52,50429.A0A2B4RTC1,50429.A0A2B4RTW4,50429.A0A2B4RTY3,50429.A0A2B4RTZ6,50429.A0A2B4RVR6,50429.A0A2B4RVS7,50429.A0A2B4RW15,50429.A0A2B4RWM2,50429.A0A2B4RWQ1,50429.A0A2B4RWV2,50429.A0A2B4RX22,50429.A0A2B4RXI6,50429.A0A2B4RXV8,50429.A0A2B4RY23,50429.A0A2B4RY53,50429.A0A2B4RY74,50429.A0A2B4RZD0,50429.A0A2B4RZP9,50429.A0A2B4RZV6,50429.A0A2B4RZX0,50429.A0A2B4S019,50429.A0A2B4S082,50429.A0A2B4S0L7,50429.A0A2B4S118,50429.A0A2B4S1A0,50429.A0A2B4S1A3,50429.A0A2B4S1H0,50429.A0A2B4S1N8,50429.A0A2B4S1W3,50429.A0A2B4S1W7,50429.A0A2B4S228,50429.A0A2B4S247,50429.A0A2B4S285,50429.A0A2B4S2A4,50429.A0A2B4S2B1,50429.A0A2B4S2J4,50429.A0A2B4S2K4,50429.A0A2B4S365,50429.A0A2B4S414,50429.A0A2B4S435,50429.A0A2B4S4V3,50429.A0A2B4S4X9,50429.A0A2B4S543,50429.A0A2B4S575,50429.A0A2B4S5H5,50429.A0A2B4S5H7,50429.A0A2B4S5U2,50429.A0A2B4S5V4,50429.A0A2B4S656,50429.A0A2B4S657,50429.A0A2B4S6H9,50429.A0A2B4S6L4,50429.A0A2B4S6V5,50429.A0A2B4S727,50429.A0A2B4S7X9,50429.A0A2B4S8F4,50429.A0A2B4S8K1,50429.A0A2B4S8Z8,50429.A0A2B4S9E8,50429.A0A2B4S9N0,50429.A0A2B4SAC6,50429.A0A2B4SAD6,50429.A0A2B4SAZ6,50429.A0A2B4SBM5,50429.A0A2B4SBP5,50429.A0A2B4SBP8,50429.A0A2B4SBR4,50429.A0A2B4SBT2,50429.A0A2B4SBX0,50429.A0A2B4SCY5,50429.A0A2B4SD24,50429.A0A2B4SDA7,50429.A0A2B4SDH2,50429.A0A2B4SDR1,50429.A0A2B4SDS4,50429.A0A2B4SDX3,50429.A0A2B4SFK0,50429.A0A2B4SFK6,50429.A0A2B4SFN6,50429.A0A2B4SFU9,50429.A0A2B4SG60,50429.A0A2B4SGE2,50429.A0A2B4SGH1,50429.A0A2B4SGV4,50429.A0A2B4SH80,50429.A0A2B4SH86,50429.A0A2B4SHA0,50429.A0A2B4SHD2,50429.A0A2B4SHR7,50429.A0A2B4SIB9,50429.A0A2B4SIP3,50429.A0A2B4SIX1,50429.A0A2B4SJ18,50429.A0A2B4SJ62,50429.A0A2B4SJD4,50429.A0A2B4SJX3,50429.A0A2B4SK18,50429.A0A2B4SLP9,50429.A0A2B4SM53,50429.A0A2B4SM72,50429.A0A2B4SMQ0,50429.A0A2B4SMZ4,50429.A0A2B4SN07,50429.A0A2B4SN48,50429.A0A2B4SNH2,50429.A0A2B4SNQ8,50429.A0A2B4SP28,50429.A0A2B4SPK6,50429.A0A2B4SQ74,50429.A0A2B4SQ84,50429.A0A2B4SQB6,50429.A0A2B4SQH7,50429.A0A2B4SQM8,50429.A0A2B4SQX2,50429.A0A2B4SS17,50429.A0A2B4SSK2,50429.A0A2B4ST64,50429.A0A2B4STC9,50429.A0A2B4STF9,50429.A0A2B4STH4,50429.A0A2B4SU30,50429.A0A2B4SU32,50429.A0A2B4SUB8,50429.A0A2B4SUG2,50429.A0A2B4SUJ3,50429.A0A2B4SVD7,50429.A0A2B4SVH6,50429.A0A2B4SW84,50429.A0A2B4SWD6,50429.A0A2B4SWE2,50429.A0A2B4SWU0,50429.A0A2B4SWU7,50429.A0A2B4SX11,50429.A0A2B4SX71,50429.A0A2B4SY30,50429.A0A2B4SZG7,50429.A0A2B4SZW0,50429.A0A2B4T0E6,50429.A0A2B4T0F2,50429.A0A2B4T0Y2,50429.A0A2B4T0Z4,50429.A0A2B4T120,50429.A0A2B4T1R7","nhl-1,FCN1,Svep1,pol,POL,KLHL2,MYOF,Klhl2,MUSK,HMCN1,TAF5,trim71,DMBT1,Ank3,Trim71,Scfd1,Dmbt1,Pol,tadh,ATP13A1,ANK3,Musk,TRIM71,HERC1,ANGPTL7,DNAH7,NEGR1,bicc1-b,Angptl7,Eif2ak4,Fcn1,ANKRD50,F5,Rnh1,garR,Alk,TSHR,ft,EIF2AK4,CTHRC1,TLR2,slc35c1,Thoc1,ANKK1,Cthrc1,Tspo,SVEP1,STK11,XDH,pkmyt1,Taf5,DYH1B,RNF213,Arsj,SLC24A2,Rnf213,FANK1,Bend3,CERK,Wnt7b,TTC8,SCFD1,RDR2,pdi1,ADAMTS9,Bud13,MOV10,MAGI2,pkd2,DDX60,wnt8a,Aldh5a1,PSMD2,FSCN1,DOK7,FAM13A,bsk,Mov10,THOC1,Wdfy3,ATXN2L,ALK,PIN1,tpcn2,fgf1,Ercc1,KIF16B,idhb-1,MATN2,Cerk,Arsb,Slc7a9,Asb13,SLC7A9,TMC7,WNT7B,KLC4,INTS8,UBA6,eogt,Pcsk5,ACSM4,RH47,FBXW7,GMFG,Lpcat2,SLC35C2,CLIP3,Map3k1,Fank1,DBI,SURF1,Ints2,ABCB1,galT,ARFGEF1,chmp2a,Grin1,RNF13,TRANK1,nhp2,Uap1,XYLA,ahctf1,Nop2,Gabarapl2,Matn2,Gclc,Znrf3,Gpsm2,PLA2G7,FBXW4,UVSSA,Magi2,adat1,phf10,Galt,DNAH1,Nphp4,RPL6,SNAP29,Mthfr,Tmc7,myof,STT3B,Myof,CTSZ,RACGAP1,PCSK5,As3mt,Gsc,RIF1,GPR137C,GCLC,ap5b1,PREY,Pten,GRIN1,rpl35,Rps11,PIGC,KIF15,Cyfip2,ABCA2,NEDD1,yfbL,Snrnp48,Dnah1,NEK2,Mical2,TRRAP,ppp1r42,Ksr2,Hyal1,PDE4DIP,Slirp,MTHFR,DNAH6,Fbxw7,Crb2,RPL28,coq6,Taldo1,FANCI,Cox10,GGT4,Mnd1,abcB1,taf5,FGFRL1,HPS5,PRUNE2,ncapg2,med8,Ano5,KANSL1L,MICALL2,unc-104,SYT9,DNAH3,EPS15L1,patl1,Fgfrl1,Ppp6c,SPATA20,CTSL,pik3c3,Rpf2,DHRS12,ANKFY1,UPF1,PLSCR2,INO80,ACAP2,ARSJ,Lix1l,tsr,SMARCA5,ZNF277,Lrrc34,NUDT1,Crebbp,MIPEP,DDX31,ceh-30,CREBBP,Snx27,PKD2,KSR2,ARSB,Tep1,ADCY9,snrnp35,PYGO1,FGF1,TBC1D13",8.03e-18,9.29e-15,"Cellular anatomical entity","pink"
"COMPARTMENTS","GOCC:0005622",174,10128,50429,"50429.A0A2B4PX35,50429.A0A2B4QYJ4,50429.A0A2B4QZS5,50429.A0A2B4R1H8,50429.A0A2B4R333,50429.A0A2B4R3E2,50429.A0A2B4R496,50429.A0A2B4R4B6,50429.A0A2B4R4D3,50429.A0A2B4R4J8,50429.A0A2B4R4W4,50429.A0A2B4R4Y4,50429.A0A2B4R5W6,50429.A0A2B4R628,50429.A0A2B4R630,50429.A0A2B4R7A4,50429.A0A2B4R8Y8,50429.A0A2B4R9N8,50429.A0A2B4R9W2,50429.A0A2B4R9Z5,50429.A0A2B4RAQ2,50429.A0A2B4RAY2,50429.A0A2B4RBQ4,50429.A0A2B4RBV6,50429.A0A2B4RD92,50429.A0A2B4RDG5,50429.A0A2B4RDI5,50429.A0A2B4RDK3,50429.A0A2B4RDK9,50429.A0A2B4RE65,50429.A0A2B4REB8,50429.A0A2B4REP6,50429.A0A2B4RFD1,50429.A0A2B4RFZ3,50429.A0A2B4RGN0,50429.A0A2B4RGT3,50429.A0A2B4RH53,50429.A0A2B4RHN7,50429.A0A2B4RIG2,50429.A0A2B4RIR9,50429.A0A2B4RIS3,50429.A0A2B4RIZ5,50429.A0A2B4RJ77,50429.A0A2B4RK26,50429.A0A2B4RKL0,50429.A0A2B4RKS5,50429.A0A2B4RKT3,50429.A0A2B4RL01,50429.A0A2B4RLD8,50429.A0A2B4RLI0,50429.A0A2B4RLP6,50429.A0A2B4RLV7,50429.A0A2B4RN14,50429.A0A2B4RPN1,50429.A0A2B4RPP0,50429.A0A2B4RQ73,50429.A0A2B4RQN3,50429.A0A2B4RR43,50429.A0A2B4RR92,50429.A0A2B4RRL5,50429.A0A2B4RRN1,50429.A0A2B4RT52,50429.A0A2B4RTW4,50429.A0A2B4RVR6,50429.A0A2B4RVS7,50429.A0A2B4RW15,50429.A0A2B4RWF6,50429.A0A2B4RWQ1,50429.A0A2B4RWV2,50429.A0A2B4RX22,50429.A0A2B4RXI6,50429.A0A2B4RXV8,50429.A0A2B4RY23,50429.A0A2B4RY53,50429.A0A2B4RY74,50429.A0A2B4RZD0,50429.A0A2B4RZP9,50429.A0A2B4RZV6,50429.A0A2B4RZX0,50429.A0A2B4S0L7,50429.A0A2B4S118,50429.A0A2B4S1A3,50429.A0A2B4S1H0,50429.A0A2B4S1N8,50429.A0A2B4S1W3,50429.A0A2B4S1W7,50429.A0A2B4S228,50429.A0A2B4S247,50429.A0A2B4S285,50429.A0A2B4S2B1,50429.A0A2B4S2K4,50429.A0A2B4S414,50429.A0A2B4S435,50429.A0A2B4S4V3,50429.A0A2B4S4X9,50429.A0A2B4S543,50429.A0A2B4S5H5,50429.A0A2B4S5U2,50429.A0A2B4S5V4,50429.A0A2B4S656,50429.A0A2B4S6L4,50429.A0A2B4S727,50429.A0A2B4S7T1,50429.A0A2B4S7X9,50429.A0A2B4S8K1,50429.A0A2B4S8Z8,50429.A0A2B4S9E8,50429.A0A2B4SAC6,50429.A0A2B4SAD6,50429.A0A2B4SAX7,50429.A0A2B4SBM5,50429.A0A2B4SBP8,50429.A0A2B4SBR4,50429.A0A2B4SBX0,50429.A0A2B4SCL0,50429.A0A2B4SCY5,50429.A0A2B4SD24,50429.A0A2B4SDA7,50429.A0A2B4SDR1,50429.A0A2B4SDS4,50429.A0A2B4SDX3,50429.A0A2B4SFK6,50429.A0A2B4SFN6,50429.A0A2B4SFU9,50429.A0A2B4SGE2,50429.A0A2B4SGH1,50429.A0A2B4SGV4,50429.A0A2B4SH80,50429.A0A2B4SH86,50429.A0A2B4SHD2,50429.A0A2B4SHR7,50429.A0A2B4SIB9,50429.A0A2B4SIP3,50429.A0A2B4SIX1,50429.A0A2B4SJ62,50429.A0A2B4SJD4,50429.A0A2B4SJX3,50429.A0A2B4SLP9,50429.A0A2B4SM53,50429.A0A2B4SM72,50429.A0A2B4SMQ0,50429.A0A2B4SN07,50429.A0A2B4SN48,50429.A0A2B4SNH2,50429.A0A2B4SNQ8,50429.A0A2B4SP28,50429.A0A2B4SPK6,50429.A0A2B4SQ74,50429.A0A2B4SQB6,50429.A0A2B4SQE7,50429.A0A2B4SQM8,50429.A0A2B4SS17,50429.A0A2B4ST64,50429.A0A2B4STC9,50429.A0A2B4STF9,50429.A0A2B4STH4,50429.A0A2B4SU30,50429.A0A2B4SUB8,50429.A0A2B4SUG2,50429.A0A2B4SUJ3,50429.A0A2B4SVD7,50429.A0A2B4SVK1,50429.A0A2B4SWD6,50429.A0A2B4SWE2,50429.A0A2B4SWU0,50429.A0A2B4SWU7,50429.A0A2B4SX11,50429.A0A2B4SX71,50429.A0A2B4SYT1,50429.A0A2B4SZG7,50429.A0A2B4T0E6,50429.A0A2B4T0Y2,50429.A0A2B4T0Z4,50429.A0A2B4T1R7","Ttc28,nhl-1,pol,POL,TAF5,trim71,Trim71,Scfd1,Dmbt1,Pol,tadh,ATP13A1,TRIM71,GPSM2,DNAH7,Eif2ak4,garR,EIF2AK4,CTHRC1,TLR2,slc35c1,Thoc1,ANKK1,Cthrc1,Tspo,SVEP1,STK11,Fbxl20,XDH,pkmyt1,ADNT1,Taf5,DYH1B,Arsj,MTOR,Rnf213,FANK1,Bend3,SCFD1,RDR2,pdi1,Bud13,MOV10,Zdhhc6,DDX60,Aldh5a1,PSMD2,FAM13A,bsk,Mov10,THOC1,Wdfy3,ATXN2L,PIN1,tpcn2,Ercc1,Pka-C3,KIF16B,idhb-1,Gfpt1,Cerk,Asb13,TMC7,INTS8,UBA6,eogt,Trafd1,ACSM4,RH47,FBXW7,GMFG,Lpcat2,SLC35C2,CLIP3,Map3k1,Fank1,DBI,SURF1,Ints2,ARFGEF1,chmp2a,RNF13,TRANK1,nhp2,Uap1,XYLA,ahctf1,Nop2,Gabarapl2,Gclc,Gpsm2,FBXW4,UVSSA,Magi2,adat1,phf10,DNAH1,RPL6,SNAP29,Mthfr,STT3B,CTSZ,CAMTA1,RACGAP1,As3mt,Gsc,RIF1,GCLC,ap5b1,Zer1,Pten,rpl35,Rps11,KIF15,COMMD8,Cyfip2,ABCA2,NEDD1,Snrnp48,Dnah1,NEK2,TRRAP,ppp1r42,Ksr2,PDE4DIP,Slirp,MTHFR,DNAH6,Fbxw7,RPL28,coq6,Taldo1,FANCI,Cox10,Mnd1,abcB1,taf5,HPS5,PRUNE2,ncapg2,med8,KANSL1L,MICALL2,unc-104,SYT9,DNAH3,EPS15L1,patl1,Ppp6c,KCTD5,CTSL,Rpf2,ANKFY1,UPF1,PLSCR2,INO80,ACAP2,Lix1l,tsr,SMARCA5,ZNF277,CNOT10,Crebbp,MIPEP,DDX31,ceh-30,CREBBP,Snx27,mat2b,KSR2,Tep1,snrnp35,PYGO1,TBC1D13",5.86e-14,3.39e-11,"Intracellular","pink"
"COMPARTMENTS","GOCC:0032991",77,3251,50429,"50429.A0A2B4R333,50429.A0A2B4R630,50429.A0A2B4R6M4,50429.A0A2B4R7A4,50429.A0A2B4R8Y8,50429.A0A2B4R9N8,50429.A0A2B4RAY2,50429.A0A2B4RDK3,50429.A0A2B4REP6,50429.A0A2B4RFD1,50429.A0A2B4RGN0,50429.A0A2B4RI34,50429.A0A2B4RIR9,50429.A0A2B4RIZ5,50429.A0A2B4RKS5,50429.A0A2B4RKT3,50429.A0A2B4RLP6,50429.A0A2B4RQ73,50429.A0A2B4RQN3,50429.A0A2B4RQZ4,50429.A0A2B4RR43,50429.A0A2B4RRL5,50429.A0A2B4RTZ6,50429.A0A2B4RVR6,50429.A0A2B4RX22,50429.A0A2B4RZX0,50429.A0A2B4S118,50429.A0A2B4S1N8,50429.A0A2B4S228,50429.A0A2B4S2B1,50429.A0A2B4S2Y2,50429.A0A2B4S355,50429.A0A2B4S414,50429.A0A2B4S543,50429.A0A2B4S5H5,50429.A0A2B4S5U2,50429.A0A2B4S6L4,50429.A0A2B4S7X9,50429.A0A2B4S922,50429.A0A2B4SAC6,50429.A0A2B4SAD6,50429.A0A2B4SAX7,50429.A0A2B4SAZ6,50429.A0A2B4SBP8,50429.A0A2B4SBR4,50429.A0A2B4SBT2,50429.A0A2B4SBX0,50429.A0A2B4SCY5,50429.A0A2B4SDR1,50429.A0A2B4SDS4,50429.A0A2B4SFK6,50429.A0A2B4SH80,50429.A0A2B4SH86,50429.A0A2B4SHR7,50429.A0A2B4SIP3,50429.A0A2B4SIX1,50429.A0A2B4SJD4,50429.A0A2B4SJX3,50429.A0A2B4SLP9,50429.A0A2B4SM72,50429.A0A2B4SMF0,50429.A0A2B4SMQ0,50429.A0A2B4SN07,50429.A0A2B4SNH2,50429.A0A2B4SP28,50429.A0A2B4SPK6,50429.A0A2B4SQE7,50429.A0A2B4SQX2,50429.A0A2B4STC9,50429.A0A2B4STH4,50429.A0A2B4SUB8,50429.A0A2B4SUJ3,50429.A0A2B4SVK1,50429.A0A2B4SWD6,50429.A0A2B4SX11,50429.A0A2B4T0E6,50429.A0A2B4T0Y2","TAF5,DNAH7,bicc1-b,Eif2ak4,garR,EIF2AK4,Thoc1,Fbxl20,Taf5,DYH1B,MTOR,TTC8,RDR2,Bud13,Aldh5a1,PSMD2,THOC1,Ercc1,Pka-C3,GTF3C3,KIF16B,Gfpt1,KLC4,INTS8,FBXW7,Ints2,chmp2a,nhp2,ahctf1,Gclc,Riok3,ascc3,FBXW4,phf10,DNAH1,RPL6,STT3B,RACGAP1,NUDT14,GCLC,ap5b1,Zer1,PREY,rpl35,Rps11,PIGC,KIF15,Cyfip2,Snrnp48,Dnah1,TRRAP,DNAH6,Fbxw7,coq6,FANCI,Cox10,abcB1,taf5,HPS5,ncapg2,TAB1,med8,KANSL1L,unc-104,DNAH3,EPS15L1,KCTD5,pik3c3,UPF1,INO80,Lix1l,SMARCA5,CNOT10,Crebbp,CREBBP,Tep1,snrnp35",7.75e-11,2.99e-08,"Protein-containing complex","pink"
